Average Speed,Vehicle Count,Timestamp,Street,Nearest Centroid
Average Speed,Vehicle Count,Timestamp,Street,Nearest Centroid
Average Speed,Vehicle Count,Timestamp,Street,Nearest Centroid
61,1,2014-02-20 20:45:00,South Street,n/a
63,4,2014-02-20 20:45:00,North Street,n/a
31,1,2014-02-20 20:45:00,High Street,n/a
48,0,2014-02-20 20:45:00,West Street,n/a
0,0,2014-02-20 20:45:00,North Street,n/a
29,1,2014-02-20 20:45:00,East Street,n/a
43,2,2014-02-20 20:50:00,North Street,n/a
36,0,2014-02-20 20:50:00,South Street,n/a
25,0,2014-02-20 20:50:00,West Street,n/a
34,0,2014-02-20 20:50:00,South Street,n/a
68,0,2014-02-20 20:50:00,High Street,n/a
47,4,2014-02-20 20:50:00,South Street,n/a
79,1,2014-02-20 20:50:00,East Street,n/a
19,3,2014-02-20 20:50:00,North Street,n/a
60,1,2014-02-20 20:50:00,North Street,n/a
45,6,2014-02-20 20:50:00,North Street,n/a
29,2,2014-02-20 20:55:00,West Street,n/a
21,2,2014-02-20 20:55:00,North Street,n/a
78,2,2014-02-20 20:55:00,North Street,n/a
51,0,2014-02-20 20:55:00,High Street,n/a
52,0,2014-02-20 20:55:00,South Street,n/a
68,0,2014-02-20 20:55:00,North Street,n/a
49,0,2014-02-20 20:55:00,West Street,n/a
43,0,2014-02-20 20:55:00,West Street,n/a
25,0,2014-02-20 20:55:00,South Street,n/a
52,1,2014-02-20 20:55:00,West Street,n/a
62,1,2014-02-20 21:00:00,South Street,n/a
30,1,2014-02-20 21:00:00,High Street,n/a
73,2,2014-02-20 21:00:00,West Street,n/a
32,1,2014-02-20 21:00:00,High Street,n/a
20,0,2014-02-20 21:00:00,High Street,n/a
67,1,2014-02-20 21:00:00,East Street,n/a
31,0,2014-02-20 21:00:00,North Street,n/a
29,1,2014-02-20 21:00:00,West Street,n/a
26,1,2014-02-20 21:00:00,High Street,n/a
84,0,2014-02-20 21:05:00,West Street,n/a
42,0,2014-02-20 21:05:00,High Street,n/a
52,4,2014-02-20 21:05:00,North Street,n/a
34,0,2014-02-20 21:05:00,High Street,n/a
29,2,2014-02-20 21:05:00,North Street,n/a
26,1,2014-02-20 21:05:00,North Street,n/a
52,0,2014-02-20 21:05:00,North Street,n/a
20,0,2014-02-20 21:05:00,North Street,n/a
0,0,2014-02-20 21:05:00,High Street,n/a
0,0,2014-02-20 21:10:00,South Street,n/a
53,0,2014-02-20 21:10:00,West Street,n/a
46,1,2014-02-20 21:10:00,High Street,n/a
32,0,2014-02-20 21:10:00,South Street,n/a
55,6,2014-02-20 21:10:00,High Street,n/a
43,2,2014-02-20 21:10:00,High Street,n/a
55,2,2014-02-20 21:10:00,North Street,n/a
28,0,2014-02-20 21:10:00,South Street,n/a
11,0,2014-02-20 21:10:00,West Street,n/a
46,0,2014-02-20 21:10:00,North Street,n/a
20,0,2014-02-20 21:15:00,South Street,n/a
52,0,2014-02-20 21:15:00,South Street,n/a
64,7,2014-02-20 21:15:00,North Street,n/a
0,0,2014-02-20 21:16:00,North Street,n/a
61,0,2014-02-20 21:15:00,High Street,n/a
11,0,2014-02-20 21:15:00,North Street,n/a
44,1,2014-02-20 21:15:00,High Street,n/a
93,4,2014-02-20 21:15:00,North Street,n/a
39,1,2014-02-20 21:15:00,North Street,n/a
0,0,2014-02-20 21:15:00,North Street,n/a
41,0,2014-02-20 21:20:00,North Street,n/a
78,3,2014-02-20 21:20:00,West Street,n/a
51,4,2014-02-20 21:20:00,North Street,n/a
61,0,2014-02-20 21:21:00,High Street,n/a
53,0,2014-02-20 21:20:00,High Street,n/a
40,0,2014-02-20 21:20:00,South Street,n/a
23,0,2014-02-20 21:20:00,North Street,n/a
74,3,2014-02-20 21:20:00,North Street,n/a
42,0,2014-02-20 21:20:00,North Street,n/a
57,2,2014-02-20 21:20:00,North Street,n/a
46,0,2014-02-20 21:25:00,South Street,n/a
56,0,2014-02-20 21:25:00,High Street,n/a
24,0,2014-02-20 21:25:00,South Street,n/a
43,0,2014-02-20 21:26:00,South Street,n/a
38,2,2014-02-20 21:25:00,South Street,n/a
11,0,2014-02-20 21:25:00,South Street,n/a
25,2,2014-02-20 21:25:00,High Street,n/a
44,3,2014-02-20 21:25:00,North Street,n/a
30,0,2014-02-20 21:25:00,North Street,n/a
74,5,2014-02-20 21:25:00,North Street,n/a
37,3,2014-02-20 21:30:00,South Street,n/a
30,0,2014-02-20 21:30:00,High Street,n/a
78,1,2014-02-20 21:30:00,West Street,n/a
43,0,2014-02-20 21:26:00,South Street,n/a
40,0,2014-02-20 21:30:00,High Street,n/a
33,0,2014-02-20 21:30:00,North Street,n/a
20,0,2014-02-20 21:30:00,High Street,n/a
91,6,2014-02-20 21:30:00,High Street,n/a
29,0,2014-02-20 21:30:00,High Street,n/a
24,0,2014-02-20 21:30:00,South Street,n/a
42,0,2014-02-20 21:35:00,High Street,n/a
34,0,2014-02-20 21:35:00,South Street,n/a
106,1,2014-02-20 21:35:00,North Street,n/a
46,0,2014-02-20 21:35:00,North Street,n/a
28,1,2014-02-20 21:35:00,South Street,n/a
39,0,2014-02-20 21:35:00,North Street,n/a
63,0,2014-02-20 21:35:00,North Street,n/a
22,1,2014-02-20 21:35:00,South Street,n/a
30,0,2014-02-20 21:35:00,West Street,n/a
45,0,2014-02-20 21:40:00,West Street,n/a
28,2,2014-02-20 21:40:00,High Street,n/a
56,0,2014-02-20 21:40:00,High Street,n/a
27,1,2014-02-20 21:40:00,South Street,n/a
63,0,2014-02-20 21:40:00,West Street,n/a
0,0,2014-02-20 21:40:00,West Street,n/a
53,0,2014-02-20 21:40:00,West Street,n/a
61,3,2014-02-20 21:40:00,North Street,n/a
73,0,2014-02-20 21:40:00,South Street,n/a
87,0,2014-02-20 21:40:00,North Street,n/a
27,1,2014-02-20 21:45:00,South Street,n/a
34,0,2014-02-20 21:45:00,High Street,n/a
40,1,2014-02-20 21:45:00,High Street,n/a
33,2,2014-02-20 21:45:00,West Street,n/a
0,0,2014-02-20 21:45:00,High Street,n/a
41,1,2014-02-20 21:45:00,West Street,n/a
31,0,2014-02-20 21:45:00,North Street,n/a
38,0,2014-02-20 21:45:00,South Street,n/a
62,0,2014-02-20 21:45:00,High Street,n/a
39,0,2014-02-20 21:45:00,South Street,n/a
43,5,2014-02-20 21:50:00,West Street,n/a
36,0,2014-02-20 21:50:00,High Street,n/a
20,0,2014-02-20 21:50:00,West Street,n/a
80,1,2014-02-20 21:50:00,West Street,n/a
105,6,2014-02-20 21:50:00,South Street,n/a
27,0,2014-02-20 21:50:00,High Street,n/a
45,0,2014-02-20 21:50:00,South Street,n/a
78,2,2014-02-20 21:50:00,North Street,n/a
62,1,2014-02-20 21:50:00,South Street,n/a
0,0,2014-02-20 21:50:00,South Street,n/a
34,1,2014-02-20 21:55:00,North Street,n/a
39,6,2014-02-20 21:55:00,North Street,n/a
41,1,2014-02-20 21:55:00,East Street,n/a
46,0,2014-02-20 21:55:00,South Street,n/a
31,0,2014-02-20 21:55:00,North Street,n/a
20,0,2014-02-20 21:55:00,West Street,n/a
48,0,2014-02-20 21:55:00,High Street,n/a
65,1,2014-02-20 21:55:00,High Street,n/a
37,1,2014-02-20 21:55:00,West Street,n/a
78,1,2014-02-20 21:55:00,High Street,n/a
89,2,2014-02-20 22:00:00,North Street,n/a
35,1,2014-02-20 22:00:00,West Street,n/a
20,0,2014-02-20 22:00:00,North Street,n/a
36,2,2014-02-20 22:00:00,West Street,n/a
49,2,2014-02-20 22:00:00,West Street,n/a
73,4,2014-02-20 22:00:00,North Street,n/a
78,2,2014-02-20 22:00:00,West Street,n/a
58,7,2014-02-20 22:00:00,High Street,n/a
89,2,2014-02-20 22:00:00,South Street,n/a
52,3,2014-02-20 22:00:00,North Street,n/a
40,1,2014-02-20 22:05:00,West Street,n/a
26,2,2014-02-20 22:05:00,South Street,n/a
59,1,2014-02-20 22:05:00,West Street,n/a
90,3,2014-02-20 22:05:00,North Street,n/a
56,3,2014-02-20 22:05:00,High Street,n/a
85,1,2014-02-20 22:05:00,High Street,n/a
0,0,2014-02-20 22:05:00,North Street,n/a
40,0,2014-02-20 22:05:00,South Street,n/a
70,0,2014-02-20 22:05:00,North Street,n/a
19,2,2014-02-20 22:05:00,North Street,n/a
34,4,2014-02-20 22:10:00,South Street,n/a
40,0,2014-02-20 22:10:00,High Street,n/a
0,0,2014-02-20 22:11:00,North Street,n/a
59,0,2014-02-20 22:10:00,South Street,n/a
21,0,2014-02-20 22:10:00,West Street,n/a
55,1,2014-02-20 22:10:00,West Street,n/a
50,4,2014-02-20 22:10:00,East Street,n/a
55,0,2014-02-20 22:10:00,West Street,n/a
48,1,2014-02-20 22:10:00,North Street,n/a
28,0,2014-02-20 22:10:00,East Street,n/a
22,0,2014-02-20 22:15:00,West Street,n/a
52,0,2014-02-20 22:15:00,West Street,n/a
15,0,2014-02-20 22:15:00,South Street,n/a
26,0,2014-02-20 22:15:00,High Street,n/a
11,0,2014-02-20 22:15:00,North Street,n/a
63,0,2014-02-20 22:15:00,South Street,n/a
31,0,2014-02-20 22:15:00,North Street,n/a
27,3,2014-02-20 22:15:00,West Street,n/a
74,2,2014-02-20 22:15:00,South Street,n/a
31,5,2014-02-20 22:15:00,East Street,n/a
45,0,2014-02-20 22:20:00,South Street,n/a
26,2,2014-02-20 22:20:00,High Street,n/a
65,1,2014-02-20 22:20:00,North Street,n/a
26,1,2014-02-20 22:20:00,West Street,n/a
63,0,2014-02-20 22:20:00,North Street,n/a
72,3,2014-02-20 22:20:00,West Street,n/a
0,0,2014-02-20 22:20:00,West Street,n/a
33,4,2014-02-20 22:20:00,West Street,n/a
107,1,2014-02-20 22:20:00,South Street,n/a
27,0,2014-02-20 22:20:00,South Street,n/a
61,0,2014-02-20 22:25:00,South Street,n/a
11,0,2014-02-20 22:25:00,West Street,n/a
30,1,2014-02-20 22:25:00,North Street,n/a
65,1,2014-02-20 22:25:00,West Street,n/a
26,0,2014-02-20 22:25:00,South Street,n/a
107,0,2014-02-20 22:25:00,North Street,n/a
30,0,2014-02-20 22:25:00,South Street,n/a
55,0,2014-02-20 22:25:00,South Street,n/a
70,1,2014-02-20 22:25:00,North Street,n/a
42,0,2014-02-20 22:25:00,North Street,n/a
52,1,2014-02-20 22:30:00,South Street,n/a
36,0,2014-02-20 22:30:00,High Street,n/a
39,0,2014-02-20 22:30:00,North Street,n/a
53,0,2014-02-20 22:30:00,High Street,n/a
67,0,2014-02-20 22:30:00,South Street,n/a
63,0,2014-02-20 22:30:00,East Street,n/a
52,0,2014-02-20 22:30:00,High Street,n/a
56,2,2014-02-20 22:30:00,High Street,n/a
11,0,2014-02-20 22:30:00,South Street,n/a
68,0,2014-02-20 22:30:00,North Street,n/a
55,0,2014-02-20 22:35:00,West Street,n/a
79,4,2014-02-20 22:35:00,North Street,n/a
0,0,2014-02-20 22:35:00,North Street,n/a
94,4,2014-02-20 22:35:00,North Street,n/a
